ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
2084	Homo sapiens	GSM701861	K562	Erythroblast	Bone Marrow	L3MBTL2	2084_sort_peaks.narrowPeak.bed
2085	Homo sapiens	GSM701860	K562	Erythroblast	Bone Marrow	L3MBTL2	2085_sort_peaks.narrowPeak.bed
2090	Homo sapiens	GSM487427	K562	Erythroblast	Bone Marrow	MYC	2090_sort_peaks.narrowPeak.bed
2094	Homo sapiens	GSM648587	K562	Erythroblast	Bone Marrow	NFYA	2094_sort_peaks.narrowPeak.bed
2095	Homo sapiens	GSM648588	K562	Erythroblast	Bone Marrow	NFYB	2095_sort_peaks.narrowPeak.bed
2096	Homo sapiens	GSM608154	K562	Erythroblast	Bone Marrow	NR2C2	2096_sort_peaks.narrowPeak.bed
2097	Homo sapiens	GSM608153	K562	Erythroblast	Bone Marrow	NR2C2	2097_sort_peaks.narrowPeak.bed
2102	Homo sapiens	GSM487431	GM12878	B Lymphocyte	Blood	POLR2A	2102_sort_peaks.narrowPeak.bed
2109	Homo sapiens	GSM487428	K562	Erythroblast	Bone Marrow	POLR3A	2109_sort_peaks.narrowPeak.bed
2110	Homo sapiens	GSM648586	K562	Erythroblast	Bone Marrow	PRAME	2110_sort_peaks.narrowPeak.bed
2121	Homo sapiens	GSM610334	K562	Erythroblast	Bone Marrow	RUNX1	2121_sort_peaks.narrowPeak.bed
2122	Homo sapiens	GSM610332	K562	Erythroblast	Bone Marrow	RUNX1	2122_sort_peaks.narrowPeak.bed
2123	Homo sapiens	GSM607490	K562	Erythroblast	Bone Marrow	SETDB1	2123_sort_peaks.narrowPeak.bed
2124	Homo sapiens	GSM607489	K562	Erythroblast	Bone Marrow	SETDB1	2124_sort_peaks.narrowPeak.bed
2145	Homo sapiens	GSM607492	K562	Erythroblast	Bone Marrow	TRIM28	2145_sort_peaks.narrowPeak.bed
2146	Homo sapiens	GSM607491	K562	Erythroblast	Bone Marrow	TRIM28	2146_sort_peaks.narrowPeak.bed
2157	Homo sapiens	GSM476651	K562	Erythroblast	Bone Marrow	ZNF263	2157_sort_peaks.narrowPeak.bed
2158	Homo sapiens	GSM476650	K562	Erythroblast	Bone Marrow	ZNF263	2158_sort_peaks.narrowPeak.bed
2159	Homo sapiens	GSM607482	K562	Erythroblast	Bone Marrow	ZNF274	2159_sort_peaks.narrowPeak.bed
2160	Homo sapiens	GSM607481	K562	Erythroblast	Bone Marrow	ZNF274	2160_sort_peaks.narrowPeak.bed
2169	Homo sapiens	GSM586971	LN229	Glioblastoma cell	Brain	SOX2	2169_sort_peaks.narrowPeak.bed
2171	Homo sapiens	GSM759660	LNCaP	Epithelium	Prostate	AR	2171_sort_peaks.narrowPeak.bed
2172	Homo sapiens	GSM759659	LNCaP	Epithelium	Prostate	AR	2172_sort_peaks.narrowPeak.bed
2173	Homo sapiens	GSM759658	LNCaP	Epithelium	Prostate	AR	2173_sort_peaks.narrowPeak.bed
2174	Homo sapiens	GSM759657	LNCaP	Epithelium	Prostate	AR	2174_sort_peaks.narrowPeak.bed
2176	Homo sapiens	GSM696839	LNCaP	Epithelium	Prostate	AR	2176_sort_peaks.narrowPeak.bed
2181	Homo sapiens	GSM353644	LNCaP	Epithelium	Prostate	AR	2181_sort_peaks.narrowPeak.bed
2182	Homo sapiens	GSM353642	LNCaP	Epithelium	Prostate	AR	2182_sort_peaks.narrowPeak.bed
2183	Homo sapiens	GSM353641	LNCaP	Epithelium	Prostate	AR	2183_sort_peaks.narrowPeak.bed
2185	Homo sapiens	GSM686944	LNCaP	Epithelium	Prostate	EP300	2185_sort_peaks.narrowPeak.bed
2186	Homo sapiens	GSM686943	LNCaP	Epithelium	Prostate	EP300	2186_sort_peaks.narrowPeak.bed
2188	Homo sapiens	GSM353648	LNCaP	Epithelium	Prostate	ERG	2188_sort_peaks.narrowPeak.bed
2189	Homo sapiens	GSM759664	LNCaP	Epithelium	Prostate	FOXA1	2189_sort_peaks.narrowPeak.bed
2190	Homo sapiens	GSM759663	LNCaP	Epithelium	Prostate	FOXA1	2190_sort_peaks.narrowPeak.bed
2191	Homo sapiens	GSM759662	LNCaP	Epithelium	Prostate	FOXA1	2191_sort_peaks.narrowPeak.bed
2192	Homo sapiens	GSM759661	LNCaP	Epithelium	Prostate	FOXA1	2192_sort_peaks.narrowPeak.bed
2195	Homo sapiens	GSM353633	LNCaP	Epithelium	Prostate	FOXA1	2195_sort_peaks.narrowPeak.bed
2196	Homo sapiens	GSM686942	LNCaP	Epithelium	Prostate	H2AZ	2196_sort_peaks.narrowPeak.bed
2197	Homo sapiens	GSM686941	LNCaP	Epithelium	Prostate	H2AZ	2197_sort_peaks.narrowPeak.bed
2240	Homo sapiens	GSM686946	LNCaP	Epithelium	Prostate	MED12	2240_sort_peaks.narrowPeak.bed
2241	Homo sapiens	GSM686945	LNCaP	Epithelium	Prostate	MED12	2241_sort_peaks.narrowPeak.bed
2242	Homo sapiens	GSM759670	LNCaP	Epithelium	Prostate	NR3C1	2242_sort_peaks.narrowPeak.bed
2243	Homo sapiens	GSM759669	LNCaP	Epithelium	Prostate	NR3C1	2243_sort_peaks.narrowPeak.bed
2244	Homo sapiens	GSM696844	LNCaP	Epithelium	Prostate	POLR2A	2244_sort_peaks.narrowPeak.bed
2245	Homo sapiens	GSM696843	LNCaP	Epithelium	Prostate	POLR2A	2245_sort_peaks.narrowPeak.bed
2246	Homo sapiens	GSM353618	LNCaP	Epithelium	Prostate	POLR2A	2246_sort_peaks.narrowPeak.bed
2247	Homo sapiens	GSM353617	LNCaP	Epithelium	Prostate	POLR2A	2247_sort_peaks.narrowPeak.bed
2254	Homo sapiens	GSM614615	MCF-7	Epithelium	Breast	CTCF	2254_sort_peaks.narrowPeak.bed
2255	Homo sapiens	GSM614614	MCF-7	Epithelium	Breast	CTCF	2255_sort_peaks.narrowPeak.bed
2278	Homo sapiens	GSM699989	MCF-7	Epithelium	Breast	E2F1	2278_sort_peaks.narrowPeak.bed
2279	Homo sapiens	GSM699988	MCF-7	Epithelium	Breast	E2F1	2279_sort_peaks.narrowPeak.bed
2280	Homo sapiens	GSM699987	MCF-7	Epithelium	Breast	E2F1	2280_sort_peaks.narrowPeak.bed
2281	Homo sapiens	GSM699986	MCF-7	Epithelium	Breast	E2F1	2281_sort_peaks.narrowPeak.bed
2282	Homo sapiens	GSM699985	MCF-7	Epithelium	Breast	E2F1	2282_sort_peaks.narrowPeak.bed
2283	Homo sapiens	GSM699984	MCF-7	Epithelium	Breast	E2F1	2283_sort_peaks.narrowPeak.bed
2284	Homo sapiens	GSM720425	MCF-7	Epithelium	Breast	EP300	2284_sort_peaks.narrowPeak.bed
2285	Homo sapiens	GSM720424	MCF-7	Epithelium	Breast	EP300	2285_sort_peaks.narrowPeak.bed
2287	Homo sapiens	GSM640422	MCF-7	Epithelium	Breast	ESR1	2287_sort_peaks.narrowPeak.bed
2294	Homo sapiens	GSM614611	MCF-7	Epithelium	Breast	ESR1	2294_sort_peaks.narrowPeak.bed
2295	Homo sapiens	GSM614610	MCF-7	Epithelium	Breast	ESR1	2295_sort_peaks.narrowPeak.bed
2296	Homo sapiens	GSM594603	MCF-7	Epithelium	Breast	ESR1	2296_sort_peaks.narrowPeak.bed
2297	Homo sapiens	GSM594602	MCF-7	Epithelium	Breast	ESR1	2297_sort_peaks.narrowPeak.bed
2298	Homo sapiens	GSM589237	MCF-7	Epithelium	Breast	ESR1	2298_sort_peaks.narrowPeak.bed
2299	Homo sapiens	GSM589236	MCF-7	Epithelium	Breast	ESR1	2299_sort_peaks.narrowPeak.bed
2301	Homo sapiens	GSM470419	MCF-7	Epithelium	Breast	ESR1	2301_sort_peaks.narrowPeak.bed
2302	Homo sapiens	GSM470418	MCF-7	Epithelium	Breast	ESR1	2302_sort_peaks.narrowPeak.bed
2303	Homo sapiens	GSM365928	MCF-7	Epithelium	Breast	ESR1	2303_sort_peaks.narrowPeak.bed
2304	Homo sapiens	GSM365927	MCF-7	Epithelium	Breast	ESR1	2304_sort_peaks.narrowPeak.bed
2305	Homo sapiens	GSM365926	MCF-7	Epithelium	Breast	ESR1	2305_sort_peaks.narrowPeak.bed
2317	Homo sapiens	GSM659790	MCF-7	Epithelium	Breast	FOS	2317_sort_peaks.narrowPeak.bed
2318	Homo sapiens	GSM659789	MCF-7	Epithelium	Breast	FOS	2318_sort_peaks.narrowPeak.bed
2319	Homo sapiens	GSM659788	MCF-7	Epithelium	Breast	FOXA1	2319_sort_peaks.narrowPeak.bed
2320	Homo sapiens	GSM659787	MCF-7	Epithelium	Breast	FOXA1	2320_sort_peaks.narrowPeak.bed
2321	Homo sapiens	GSM588930	MCF-7	Epithelium	Breast	FOXA1	2321_sort_peaks.narrowPeak.bed
2322	Homo sapiens	GSM588929	MCF-7	Epithelium	Breast	FOXA1	2322_sort_peaks.narrowPeak.bed
2324	Homo sapiens	GSM720423	MCF-7	Epithelium	Breast	GATA3	2324_sort_peaks.narrowPeak.bed
2325	Homo sapiens	GSM720422	MCF-7	Epithelium	Breast	GATA3	2325_sort_peaks.narrowPeak.bed
2361	Homo sapiens	GSM365929	MCF-7	Epithelium	Breast	POLR2A	2361_sort_peaks.narrowPeak.bed
2362	Homo sapiens	GSM365925	MCF-7	Epithelium	Breast	ESR1	2362_sort_peaks.narrowPeak.bed
2366	Homo sapiens	GSM659792	MCF-7	Epithelium	Breast	JUN	2366_sort_peaks.narrowPeak.bed
2367	Homo sapiens	GSM659791	MCF-7	Epithelium	Breast	JUN	2367_sort_peaks.narrowPeak.bed
2374	Homo sapiens	GSM640420	MCF-7	Epithelium	Breast	POLR2A	2374_sort_peaks.narrowPeak.bed
2375	Homo sapiens	GSM588577	MCF-7	Epithelium	Breast	POLR2A	2375_sort_peaks.narrowPeak.bed
2376	Homo sapiens	GSM588576	MCF-7	Epithelium	Breast	POLR2A	2376_sort_peaks.narrowPeak.bed
2377	Homo sapiens	GSM529982	MCF-7	Epithelium	Breast	POLR2A	2377_sort_peaks.narrowPeak.bed
2378	Homo sapiens	GSM529981	MCF-7	Epithelium	Breast	POLR2A	2378_sort_peaks.narrowPeak.bed
2379	Homo sapiens	GSM451991	MCF-7	Epithelium	Breast	POLR2A	2379_sort_peaks.narrowPeak.bed
2380	Homo sapiens	GSM451990	MCF-7	Epithelium	Breast	POLR2A	2380_sort_peaks.narrowPeak.bed
2381	Homo sapiens	GSM451989	MCF-7	Epithelium	Breast	POLR2A	2381_sort_peaks.narrowPeak.bed
2382	Homo sapiens	GSM365932	MCF-7	Epithelium	Breast	POLR2A	2382_sort_peaks.narrowPeak.bed
2383	Homo sapiens	GSM365931	MCF-7	Epithelium	Breast	POLR2A	2383_sort_peaks.narrowPeak.bed
2384	Homo sapiens	GSM365930	MCF-7	Epithelium	Breast	POLR2A	2384_sort_peaks.narrowPeak.bed
2387	Homo sapiens	GSM614622	MCF-7	Epithelium	Breast	RAD21	2387_sort_peaks.narrowPeak.bed
2388	Homo sapiens	GSM614620	MCF-7	Epithelium	Breast	RAD21	2388_sort_peaks.narrowPeak.bed
2389	Homo sapiens	GSM614619	MCF-7	Epithelium	Breast	RAD21	2389_sort_peaks.narrowPeak.bed
2390	Homo sapiens	GSM614618	MCF-7	Epithelium	Breast	RAD21	2390_sort_peaks.narrowPeak.bed
2391	Homo sapiens	GSM614613	MCF-7	Epithelium	Breast	RAD21	2391_sort_peaks.narrowPeak.bed
2392	Homo sapiens	GSM614612	MCF-7	Epithelium	Breast	RAD21	2392_sort_peaks.narrowPeak.bed
2393	Homo sapiens	GSM614623	MCF-7	Epithelium	Breast	STAG1	2393_sort_peaks.narrowPeak.bed
2394	Homo sapiens	GSM614621	MCF-7	Epithelium	Breast	STAG1	2394_sort_peaks.narrowPeak.bed
2395	Homo sapiens	GSM614617	MCF-7	Epithelium	Breast	STAG1	2395_sort_peaks.narrowPeak.bed
2396	Homo sapiens	GSM614616	MCF-7	Epithelium	Breast	STAG1	2396_sort_peaks.narrowPeak.bed
2397	Homo sapiens	GSM614609	MCF-7	Epithelium	Breast	STAG1	2397_sort_peaks.narrowPeak.bed
2398	Homo sapiens	GSM614608	MCF-7	Epithelium	Breast	STAG1	2398_sort_peaks.narrowPeak.bed
2400	Homo sapiens	GSM560884	MCF-7	Epithelium	Breast	TDRD3	2400_sort_peaks.narrowPeak.bed
2401	Homo sapiens	GSM588928	MCF-7	Epithelium	Breast	TFAP2A	2401_sort_peaks.narrowPeak.bed
2402	Homo sapiens	GSM588927	MCF-7	Epithelium	Breast	TFAP2A	2402_sort_peaks.narrowPeak.bed
2403	Homo sapiens	GSM530915	MCF-7	Epithelium	Breast	TFAP2C	2403_sort_peaks.narrowPeak.bed
2404	Homo sapiens	GSM594605	MCF-7	Epithelium	Breast	TRIM24	2404_sort_peaks.narrowPeak.bed
2405	Homo sapiens	GSM594604	MCF-7	Epithelium	Breast	TRIM24	2405_sort_peaks.narrowPeak.bed
2447	Homo sapiens	GSM468206	MR4	Promyelocytic cell	Bone Marrow	PML	2447_sort_peaks.narrowPeak.bed
2448	Homo sapiens	GSM468205	MR4	Promyelocytic cell	Bone Marrow	PML	2448_sort_peaks.narrowPeak.bed
2459	Homo sapiens	GSM468198	NB4	Promyelocytic cell	Blood	PML	2459_sort_peaks.narrowPeak.bed
2460	Homo sapiens	GSM468180	NB4	Promyelocytic cell	Blood	PML	2460_sort_peaks.narrowPeak.bed
2461	Homo sapiens	GSM468191	NB4	Promyelocytic cell	Blood	POLR2A	2461_sort_peaks.narrowPeak.bed
2462	Homo sapiens	GSM468190	NB4	Promyelocytic cell	Blood	POLR2A	2462_sort_peaks.narrowPeak.bed
2463	Homo sapiens	GSM468189	NB4	Promyelocytic cell	Blood	POLR2A	2463_sort_peaks.narrowPeak.bed
2464	Homo sapiens	GSM468200	NB4	Promyelocytic cell	Blood	RARA	2464_sort_peaks.narrowPeak.bed
2465	Homo sapiens	GSM468182	NB4	Promyelocytic cell	Blood	RARA	2465_sort_peaks.narrowPeak.bed
2466	Homo sapiens	GSM468199	NB4	Promyelocytic cell	Blood	RXRG	2466_sort_peaks.narrowPeak.bed
2467	Homo sapiens	GSM468181	NB4	Promyelocytic cell	Blood	RXRG	2467_sort_peaks.narrowPeak.bed
2638	Homo sapiens	GSM761687	Raji	B Lymphocyte	Blood	EBNA1BP2	2638_sort_peaks.narrowPeak.bed
2642	Homo sapiens	GSM301581	HEK293T	Epithelium	Embryonic Kidney	POLR2A	2642_sort_peaks.narrowPeak.bed
2643	Homo sapiens	GSM301568	HEK293T	Epithelium	Embryonic Kidney	POLR2A	2643_sort_peaks.narrowPeak.bed
2650	Homo sapiens	GSM471811	RD	None	Muscle	PAX3	2650_sort_peaks.narrowPeak.bed
2651	Homo sapiens	GSM471807	RD	None	Muscle	PAX3	2651_sort_peaks.narrowPeak.bed
2654	Homo sapiens	GSM471813	Rh4	None	Muscle	PAX3	2654_sort_peaks.narrowPeak.bed
2655	Homo sapiens	GSM471810	Rh4	None	Muscle	PAX3	2655_sort_peaks.narrowPeak.bed
2659	Homo sapiens	GSM353650	RWPE1	Epithelium	Prostate	ERG	2659_sort_peaks.narrowPeak.bed
2660	Homo sapiens	GSM353649	RWPE1	Epithelium	Prostate	ERG	2660_sort_peaks.narrowPeak.bed
2684	Homo sapiens	GSM518559	SH-SY5Y	None	Bone Marrow	PHF8	2684_sort_peaks.narrowPeak.bed
2685	Homo sapiens	GSM518560	SH-SY5Y	None	Bone Marrow	ZNF711	2685_sort_peaks.narrowPeak.bed
2725	Homo sapiens	GSM589239	T47D	Epithelium	Mammary Gland	ESR1	2725_sort_peaks.narrowPeak.bed
2726	Homo sapiens	GSM589238	T47D	Epithelium	Mammary Gland	ESR1	2726_sort_peaks.narrowPeak.bed
2735	Homo sapiens	GSM659796	T47D	Epithelium	Mammary Gland	FOXA1	2735_sort_peaks.narrowPeak.bed
2736	Homo sapiens	GSM659795	T47D	Epithelium	Mammary Gland	FOXA1	2736_sort_peaks.narrowPeak.bed
2748	Homo sapiens	GSM525269	T98G	None	Brain	CREBBP	2748_sort_peaks.narrowPeak.bed
2749	Homo sapiens	GSM525268	T98G	None	Brain	CREBBP	2749_sort_peaks.narrowPeak.bed
2750	Homo sapiens	GSM525265	T98G	None	Brain	CREBBP	2750_sort_peaks.narrowPeak.bed
2751	Homo sapiens	GSM525270	T98G	None	Brain	EP300	2751_sort_peaks.narrowPeak.bed
2752	Homo sapiens	GSM525267	T98G	None	Brain	EP300	2752_sort_peaks.narrowPeak.bed
2753	Homo sapiens	GSM525266	T98G	None	Brain	EP300	2753_sort_peaks.narrowPeak.bed
2754	Homo sapiens	GSM509048	None	Fibroblast	Foreskin	POLR3G	2754_sort_peaks.narrowPeak.bed
2774	Homo sapiens	GSM678269	THP-1	Monocyte	Blood	VDR	2774_sort_peaks.narrowPeak.bed
2775	Homo sapiens	GSM678268	THP-1	Monocyte	Blood	VDR	2775_sort_peaks.narrowPeak.bed
2778	Homo sapiens	GSM542548	U2OS	None	Bone	ESR1	2778_sort_peaks.narrowPeak.bed
2779	Homo sapiens	GSM542547	U2OS	None	Bone	ESR1	2779_sort_peaks.narrowPeak.bed
2780	Homo sapiens	GSM700369	U2OS	None	Bone	TRIM28	2780_sort_peaks.narrowPeak.bed
2781	Homo sapiens	GSM700368	U2OS	None	Bone	TRIM28	2781_sort_peaks.narrowPeak.bed
2791	Homo sapiens	GSM545812	U2OS	None	Bone	TP53	2791_sort_peaks.narrowPeak.bed
2792	Homo sapiens	GSM545811	U2OS	None	Bone	TP53	2792_sort_peaks.narrowPeak.bed
2793	Homo sapiens	GSM545810	U2OS	None	Bone	TP53	2793_sort_peaks.narrowPeak.bed
2794	Homo sapiens	GSM545809	U2OS	None	Bone	TP53	2794_sort_peaks.narrowPeak.bed
2795	Homo sapiens	GSM545808	U2OS	None	Bone	TP53	2795_sort_peaks.narrowPeak.bed
2796	Homo sapiens	GSM545807	U2OS	None	Bone	TP53	2796_sort_peaks.narrowPeak.bed
2797	Homo sapiens	GSM700366	U2OS	None	Bone	TRIM28	2797_sort_peaks.narrowPeak.bed
2809	Homo sapiens	GSM468210	UPR9	Promyelocytic cell	Bone Marrow	PML	2809_sort_peaks.narrowPeak.bed
2810	Homo sapiens	GSM468209	UPR9	Promyelocytic cell	Bone Marrow	PML	2810_sort_peaks.narrowPeak.bed
2811	Homo sapiens	GSM468212	UPR9	Promyelocytic cell	Bone Marrow	RARA	2811_sort_peaks.narrowPeak.bed
2812	Homo sapiens	GSM468211	UPR9	Promyelocytic cell	Bone Marrow	RARA	2812_sort_peaks.narrowPeak.bed
2813	Homo sapiens	GSM468214	UPR9	Promyelocytic cell	Bone Marrow	RXRG	2813_sort_peaks.narrowPeak.bed
2814	Homo sapiens	GSM468213	UPR9	Promyelocytic cell	Bone Marrow	RXRG	2814_sort_peaks.narrowPeak.bed
2894	Homo sapiens	GSM560356	None	Embryonic Fibroblast	None	SMC1A	2894_sort_peaks.narrowPeak.bed
2895	Homo sapiens	GSM560355	None	Embryonic Fibroblast	None	SMC1A	2895_sort_peaks.narrowPeak.bed
2896	Homo sapiens	GSM560342	V6.5	Embryonic Stem Cell	None	SMC1A	2896_sort_peaks.narrowPeak.bed
2897	Homo sapiens	GSM560341	V6.5	Embryonic Stem Cell	None	SMC1A	2897_sort_peaks.narrowPeak.bed
2898	Homo sapiens	GSM560344	V6.5	Embryonic Stem Cell	None	SMC3	2898_sort_peaks.narrowPeak.bed
2899	Homo sapiens	GSM560343	V6.5	Embryonic Stem Cell	None	SMC3	2899_sort_peaks.narrowPeak.bed
2910	Homo sapiens	GSM696842	VCaP	Epithelium	Prostate	AR	2910_sort_peaks.narrowPeak.bed
2911	Homo sapiens	GSM696841	VCaP	Epithelium	Prostate	AR	2911_sort_peaks.narrowPeak.bed
2912	Homo sapiens	GSM353646	VCaP	Epithelium	Prostate	AR	2912_sort_peaks.narrowPeak.bed
2913	Homo sapiens	GSM353638	VCaP	Epithelium	Prostate	AR	2913_sort_peaks.narrowPeak.bed
2914	Homo sapiens	GSM353636	VCaP	Epithelium	Prostate	AR	2914_sort_peaks.narrowPeak.bed
2916	Homo sapiens	GSM353647	VCaP	Epithelium	Prostate	ERG	2916_sort_peaks.narrowPeak.bed
2917	Homo sapiens	GSM353639	VCaP	Epithelium	Prostate	ERG	2917_sort_peaks.narrowPeak.bed
2918	Homo sapiens	GSM353637	VCaP	Epithelium	Prostate	ERG	2918_sort_peaks.narrowPeak.bed
2919	Homo sapiens	GSM353630	VCaP	Epithelium	Prostate	FOXA1	2919_sort_peaks.narrowPeak.bed
2936	Homo sapiens	GSM353623	VCaP	Epithelium	Prostate	POLR2A	2936_sort_peaks.narrowPeak.bed
2937	Homo sapiens	GSM353608	VCaP	Epithelium	Prostate	POLR2A	2937_sort_peaks.narrowPeak.bed
2938	Homo sapiens	GSM353607	VCaP	Epithelium	Prostate	POLR2A	2938_sort_peaks.narrowPeak.bed
2972	Homo sapiens	GSM697629	WM262	Melanocyte	Skin	ATF7IP	2972_sort_peaks.narrowPeak.bed
2974	Homo sapiens	GSM697625	WM262	Melanocyte	Skin	SETDB1	2974_sort_peaks.narrowPeak.bed
2976	Homo sapiens	GSM697626	WM451-lu	Melanocyte	Skin	SETDB1	2976_sort_peaks.narrowPeak.bed
2986	Homo sapiens	GSM353651	None	Epithelium	Prostate	AR	2986_sort_peaks.narrowPeak.bed
3006	Homo sapiens	GSM599838	None	Adipocyte	Adipose	CEBPA	3006_sort_peaks.narrowPeak.bed
3038	Homo sapiens	GSM393945	None	T Lymphocyte	Blood	CREBBP	3038_sort_peaks.narrowPeak.bed
3049	Homo sapiens	GSM651543	None	Proerythroblast	Bone Marrow	CTCF	3049_sort_peaks.narrowPeak.bed
3050	Homo sapiens	GSM651542	None	Proerythroblast	Bone Marrow	CTCF	3050_sort_peaks.narrowPeak.bed
3051	Homo sapiens	GSM651541	None	Haematopoietic Progenitor Cell	Blood	CTCF	3051_sort_peaks.narrowPeak.bed
3053	Homo sapiens	GSM586888	None	Epithelium	Pancreatic Islet	CTCF	3053_sort_peaks.narrowPeak.bed
3054	Homo sapiens	GSM586887	None	Epithelium	Pancreatic Islet	CTCF	3054_sort_peaks.narrowPeak.bed
3056	Homo sapiens	GSM534492	None	Stromal Cell	Adipose	CTCF	3056_sort_peaks.narrowPeak.bed
3057	Homo sapiens	GSM534485	None	Stromal Cell	Adipose	CTCF	3057_sort_peaks.narrowPeak.bed
3058	Homo sapiens	GSM534478	None	Stromal Cell	Adipose	CTCF	3058_sort_peaks.narrowPeak.bed
3059	Homo sapiens	GSM534471	None	Stromal Cell	Adipose	CTCF	3059_sort_peaks.narrowPeak.bed
3060	Homo sapiens	GSM325895	None	T Lymphocyte	Blood	CTCF	3060_sort_peaks.narrowPeak.bed
3225	Homo sapiens	GSM599837	None	Adipocyte	Adipose	E2F4	3225_sort_peaks.narrowPeak.bed
3232	Homo sapiens	GSM602299	None	Neuroectoderm	None	EP300	3232_sort_peaks.narrowPeak.bed
3238	Homo sapiens	GSM393946	None	T Lymphocyte	Blood	EP300	3238_sort_peaks.narrowPeak.bed
3245	Homo sapiens	GSM353652	None	Epithelium	Prostate	ERG	3245_sort_peaks.narrowPeak.bed
3252	Homo sapiens	GSM607952	None	Megakaryocyte	Cord blood	FLI1	3252_sort_peaks.narrowPeak.bed
3262	Homo sapiens	GSM634616	None	Hepatocyte	Liver	FOXA2	3262_sort_peaks.narrowPeak.bed
3263	Homo sapiens	GSM634615	None	Hepatocyte	Liver	FOXA2	3263_sort_peaks.narrowPeak.bed
3264	Homo sapiens	GSM634614	None	Hepatocyte	Liver	FOXA2	3264_sort_peaks.narrowPeak.bed
3265	Homo sapiens	GSM634613	None	Hepatocyte	Liver	FOXA2	3265_sort_peaks.narrowPeak.bed
3272	Homo sapiens	GSM651547	None	Proerythroblast	Bone Marrow	GATA1	3272_sort_peaks.narrowPeak.bed
3273	Homo sapiens	GSM651546	None	Proerythroblast	Bone Marrow	GATA1	3273_sort_peaks.narrowPeak.bed
3274	Homo sapiens	GSM607949	None	Megakaryocyte	Cord blood	GATA1	3274_sort_peaks.narrowPeak.bed
3276	Homo sapiens	GSM607950	None	Megakaryocyte	Cord blood	GATA2	3276_sort_peaks.narrowPeak.bed
3299	Homo sapiens	GSM417820	None	T Lymphocyte	Blood	H2AZ	3299_sort_peaks.narrowPeak.bed
3300	Homo sapiens	GSM317592	None	Proerythroblast	Blood	H2AZ	3300_sort_peaks.narrowPeak.bed
3301	Homo sapiens	GSM317582	None	Haematopoietic Progenitor Cell	Bone Marrow	H2AZ	3301_sort_peaks.narrowPeak.bed
4118	Homo sapiens	GSM393950	None	T Lymphocyte	Blood	HDAC1	4118_sort_peaks.narrowPeak.bed
4119	Homo sapiens	GSM393951	None	T Lymphocyte	Blood	HDAC2	4119_sort_peaks.narrowPeak.bed
4125	Homo sapiens	GSM393952	None	T Lymphocyte	Blood	HDAC3	4125_sort_peaks.narrowPeak.bed
4126	Homo sapiens	GSM393957	None	T Lymphocyte	Blood	HDAC6	4126_sort_peaks.narrowPeak.bed
4127	Homo sapiens	GSM393953	None	T Lymphocyte	Blood	HDAC6	4127_sort_peaks.narrowPeak.bed
4140	Homo sapiens	GSM599839	None	Adipocyte	Adipose	HSF1	4140_sort_peaks.narrowPeak.bed
4173	Homo sapiens	GSM638313	None	Haematopoietic Progenitor Cell	Cord blood	IKZF1	4173_sort_peaks.narrowPeak.bed
4174	Homo sapiens	GSM638312	None	Haematopoietic Progenitor Cell	Cord blood	IKZF1	4174_sort_peaks.narrowPeak.bed
4400	Homo sapiens	GSM638316	None	Haematopoietic Progenitor Cell	Cord blood	MEIS1	4400_sort_peaks.narrowPeak.bed
4401	Homo sapiens	GSM638315	None	Haematopoietic Progenitor Cell	Cord blood	MEIS1	4401_sort_peaks.narrowPeak.bed
4402	Homo sapiens	GSM638314	None	Haematopoietic Progenitor Cell	Cord blood	MEIS1	4402_sort_peaks.narrowPeak.bed
4403	Homo sapiens	GSM393948	None	T Lymphocyte	Blood	KAT8	4403_sort_peaks.narrowPeak.bed
4418	Homo sapiens	GSM393947	None	T Lymphocyte	Blood	KAT2B	4418_sort_peaks.narrowPeak.bed
4420	Homo sapiens	GSM468203	None	Promyelocytic cell	Bone Marrow	PML	4420_sort_peaks.narrowPeak.bed
4421	Homo sapiens	GSM468183	None	Promyelocytic cell	Bone Marrow	PML	4421_sort_peaks.narrowPeak.bed
4435	Homo sapiens	GSM638320	None	Haematopoietic Progenitor Cell	Cord blood	POLR2A	4435_sort_peaks.narrowPeak.bed
4436	Homo sapiens	GSM638319	None	Haematopoietic Progenitor Cell	Cord blood	POLR2A	4436_sort_peaks.narrowPeak.bed
4449	Homo sapiens	GSM529980	None	Epithelium	Mammary Gland	POLR2A	4449_sort_peaks.narrowPeak.bed
4450	Homo sapiens	GSM529979	None	Epithelium	Mammary Gland	POLR2A	4450_sort_peaks.narrowPeak.bed
4451	Homo sapiens	GSM529978	None	Epithelium	Mammary Gland	POLR2A	4451_sort_peaks.narrowPeak.bed
4452	Homo sapiens	GSM529977	None	Epithelium	Mammary Gland	POLR2A	4452_sort_peaks.narrowPeak.bed
4453	Homo sapiens	GSM501715	None	T Lymphocyte	Blood	POLR2A	4453_sort_peaks.narrowPeak.bed
4458	Homo sapiens	GSM417829	None	T Lymphocyte	Blood	POLR2A	4458_sort_peaks.narrowPeak.bed
4459	Homo sapiens	GSM393968	None	T Lymphocyte	Blood	POLR2A	4459_sort_peaks.narrowPeak.bed
4460	Homo sapiens	GSM393967	None	T Lymphocyte	Blood	POLR2A	4460_sort_peaks.narrowPeak.bed
4461	Homo sapiens	GSM393966	None	T Lymphocyte	Blood	POLR2A	4461_sort_peaks.narrowPeak.bed
